Ilan_ID,Ilan_Tarihi,Marka,Model,Yil,KM,Vites,Yakit,Renk,Sehir,Fiyat_TL,Aciklama
100137,2026-04-19,Hyundai,Tucson,2024,30307,Otomatik,Hibrit,Gri (Gümüş),Antalya,1054539,Sahibinden temiz 2024 model Hyundai Tucson. Tüm bakımları zamanında yapılmıştır.
100138,2026-04-27,Fiat,Fiorino,2010,196146,Manuel,Elektrik,Gri (Gümüş),Kocaeli,250000,Sahibinden temiz 2010 model Fiat Fiorino. Tüm bakımları zamanında yapılmıştır.
100139,2026-04-22,Toyota,Aurais,2013,215341,Otomatik,Hibrit,Füme,Adana,576988,Sahibinden temiz 2013 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
100140,2026-04-21,Fiat,Punto,2021,57697,Yarı Otomatik,Elektrik,Metalik Gri,Ankara,863454,Sahibinden temiz 2021 model Fiat Punto. Tüm bakımları zamanında yapılmıştır.
100141,2026-05-11,Toyota,Corolla,2010,234498,Manuel,Benzin,Füme,Gaziantep,398253,Sahibinden temiz 2010 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
100142,2026-05-03,Toyota,Yaris,2020,86198,Manuel,Dizel,Füme,Ankara,1120703,Sahibinden temiz 2020 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
100143,2026-05-12,Volkswagen,Passat,2023,33245,Manuel,Elektrik,Gri (Gümüş),Adana,1350132,Sahibinden temiz 2023 model Volkswagen Passat. Tüm bakımları zamanında yapılmıştır.
100144,2026-05-10,Hyundai,i20,2018,144995,Yarı Otomatik,Elektrik,Gri (Gümüş),Antalya,582507,Sahibinden temiz 2018 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
100145,2026-05-02,BMW,5 Serisi,2019,113240,Yarı Otomatik,Benzin,Beyaz,Adana,1480140,Sahibinden temiz 2019 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
100146,2026-05-15,Mercedes-Benz,A Serisi,2010,317916,Yarı Otomatik,Dizel,Beyaz,Kocaeli,723126,Sahibinden temiz 2010 model Mercedes-Benz A Serisi. Tüm bakımları zamanında yapılmıştır.
100147,2026-04-23,Renault,Fluence,2022,65634,Manuel,Dizel,Mavi,İstanbul,901549,Sahibinden temiz 2022 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
100148,2026-04-17,Renault,Fluence,2016,134925,Manuel,Elektrik,Gri (Gümüş),Adana,497612,Sahibinden temiz 2016 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
100149,2026-05-15,Fiat,Egea,2019,85046,Manuel,LPG & Benzin,Gri (Gümüş),Gaziantep,722431,Sahibinden temiz 2019 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
100150,2026-04-21,Volkswagen,Passat,2021,98188,Yarı Otomatik,Benzin,Gri (Gümüş),Gaziantep,1152718,Sahibinden temiz 2021 model Volkswagen Passat. Tüm bakımları zamanında yapılmıştır.
100151,2026-04-25,Volkswagen,Golf,2018,150595,Manuel,Elektrik,Mavi,İstanbul,924107,Sahibinden temiz 2018 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
100152,2026-04-22,Volkswagen,Passat,2022,47840,Manuel,Hibrit,Beyaz,Bursa,1278240,Sahibinden temiz 2022 model Volkswagen Passat. Tüm bakımları zamanında yapılmıştır.
100153,2026-04-17,Mercedes-Benz,C Serisi,2019,104194,Yarı Otomatik,Dizel,Mavi,Bursa,1493709,Sahibinden temiz 2019 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
100154,2026-04-22,Hyundai,Tucson,2016,135902,Yarı Otomatik,LPG & Benzin,Mavi,Kocaeli,496147,Sahibinden temiz 2016 model Hyundai Tucson. Tüm bakımları zamanında yapılmıştır.
100155,2026-05-03,Mercedes-Benz,C Serisi,2025,30351,Manuel,Elektrik,Siyah,İzmir,1904473,Sahibinden temiz 2025 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
100156,2026-04-16,BMW,3 Serisi,2013,176599,Yarı Otomatik,Benzin,Beyaz,Kocaeli,1085101,Sahibinden temiz 2013 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
100157,2026-05-07,Volkswagen,Passat,2012,214177,Manuel,Dizel,Beyaz,Antalya,528734,Sahibinden temiz 2012 model Volkswagen Passat. Tüm bakımları zamanında yapılmıştır.
100158,2026-04-23,Hyundai,Tucson,2015,197126,Manuel,LPG & Benzin,Mavi,Ankara,354311,Sahibinden temiz 2015 model Hyundai Tucson. Tüm bakımları zamanında yapılmıştır.
100159,2026-04-21,Renault,Fluence,2023,45569,Otomatik,Hibrit,Kırmızı,Kocaeli,981646,Sahibinden temiz 2023 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
100160,2026-04-21,Toyota,Yaris,2014,135615,Manuel,Benzin,Mavi,Gaziantep,746577,Sahibinden temiz 2014 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
100161,2026-05-04,Renault,Fluence,2012,192040,Yarı Otomatik,Dizel,Beyaz,İstanbul,250000,Sahibinden temiz 2012 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
100162,2026-05-10,Mercedes-Benz,C Serisi,2025,27434,Otomatik,Hibrit,Kırmızı,Gaziantep,1908849,Sahibinden temiz 2025 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
100163,2026-05-09,Volkswagen,Tiguan,2013,262883,Manuel,Benzin,Siyah,Kocaeli,505675,Sahibinden temiz 2013 model Volkswagen Tiguan. Tüm bakımları zamanında yapılmıştır.
100164,2026-04-18,Renault,Megane,2014,214239,Manuel,Elektrik,Siyah,Antalya,278641,Sahibinden temiz 2014 model Renault Megane. Tüm bakımları zamanında yapılmıştır.
100165,2026-04-17,Renault,Fluence,2010,201687,Yarı Otomatik,Elektrik,Beyaz,İstanbul,250000,Sahibinden temiz 2010 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
100166,2026-04-26,Volkswagen,Tiguan,2022,86711,Otomatik,Elektrik,Mavi,Adana,1219933,Sahibinden temiz 2022 model Volkswagen Tiguan. Tüm bakımları zamanında yapılmıştır.
100167,2026-04-26,Toyota,Yaris,2020,70549,Otomatik,Hibrit,Siyah,İstanbul,1144176,Sahibinden temiz 2020 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
100168,2026-04-19,Toyota,Yaris,2010,293718,Yarı Otomatik,Dizel,Gri (Gümüş),Adana,309423,Sahibinden temiz 2010 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
100169,2026-05-08,BMW,5 Serisi,2017,147208,Yarı Otomatik,Elektrik,Siyah,Gaziantep,1329188,Sahibinden temiz 2017 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
100170,2026-04-19,Hyundai,i20,2021,105016,Yarı Otomatik,Dizel,Kırmızı,Antalya,792476,Sahibinden temiz 2021 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
100171,2026-04-26,Fiat,Lineia,2023,59215,Otomatik,Benzin,Siyah,İzmir,961177,Sahibinden temiz 2023 model Fiat Lineia. Tüm bakımları zamanında yapılmıştır.
100172,2026-05-08,Hyundai,i20,2017,146683,Manuel,Benzin,Gri (Gümüş),Ankara,529975,Sahibinden temiz 2017 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
100173,2026-04-23,Renault,Fluence,2013,164627,Otomatik,Dizel,Gri (Gümüş),Gaziantep,303059,Sahibinden temiz 2013 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
100174,2026-05-06,BMW,5 Serisi,2023,68623,Yarı Otomatik,Hibrit,Kırmızı,Kocaeli,1747065,Sahibinden temiz 2023 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
100175,2026-05-01,Fiat,Punto,2017,183227,Yarı Otomatik,Hibrit,Beyaz,Kocaeli,475159,Sahibinden temiz 2017 model Fiat Punto. Tüm bakımları zamanında yapılmıştır.
100176,2026-05-09,Renault,Megane,2018,137714,Manuel,LPG & Benzin,Gri (Gümüş),Bursa,593429,Sahibinden temiz 2018 model Renault Megane. Tüm bakımları zamanında yapılmıştır.
100177,2026-05-10,Mercedes-Benz,E Serisi,2021,52542,Otomatik,Elektrik,Metalik Gri,Antalya,1671187,Sahibinden temiz 2021 model Mercedes-Benz E Serisi. Tüm bakımları zamanında yapılmıştır.
100178,2026-05-15,Toyota,Aurais,2023,52283,Yarı Otomatik,Dizel,Kırmızı,Bursa,1321575,Sahibinden temiz 2023 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
100179,2026-04-19,BMW,5 Serisi,2020,82347,Yarı Otomatik,Dizel,Siyah,Kocaeli,1576479,Sahibinden temiz 2020 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
100180,2026-04-22,BMW,3 Serisi,2017,186968,Manuel,Elektrik,Mavi,Antalya,1269548,Sahibinden temiz 2017 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
100181,2026-05-13,Toyota,Aurais,2022,81251,Manuel,Dizel,Gri (Gümüş),Bursa,1228123,Sahibinden temiz 2022 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
100182,2026-05-15,Fiat,Punto,2021,91283,Otomatik,Benzin,Beyaz,Ankara,813075,Sahibinden temiz 2021 model Fiat Punto. Tüm bakımları zamanında yapılmıştır.
100183,2026-05-12,Toyota,Aurais,2013,234919,Manuel,Dizel,Kırmızı,Antalya,547621,Sahibinden temiz 2013 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
100184,2026-05-12,Fiat,Punto,2011,218686,Otomatik,Elektrik,Gri (Gümüş),Adana,250000,Sahibinden temiz 2011 model Fiat Punto. Tüm bakımları zamanında yapılmıştır.
100185,2026-04-17,Mercedes-Benz,C Serisi,2019,137317,Otomatik,Elektrik,Kırmızı,Ankara,1444024,Sahibinden temiz 2019 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
100186,2026-05-15,Toyota,Yaris,2023,27982,Manuel,Elektrik,Gri (Gümüş),Bursa,1358027,Sahibinden temiz 2023 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
100187,2026-04-18,Toyota,Yaris,2019,92033,Manuel,Hibrit,Gri (Gümüş),Ankara,1061950,Sahibinden temiz 2019 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
100188,2026-04-21,Renault,Megane,2020,131552,Yarı Otomatik,Hibrit,Füme,Ankara,702672,Sahibinden temiz 2020 model Renault Megane. Tüm bakımları zamanında yapılmıştır.
100189,2026-05-10,Fiat,Fiorino,2014,137662,Manuel,Benzin,Siyah,Bursa,393507,Sahibinden temiz 2014 model Fiat Fiorino. Tüm bakımları zamanında yapılmıştır.
100190,2026-05-06,Mercedes-Benz,A Serisi,2021,66704,Manuel,Hibrit,Siyah,İstanbul,1649944,Sahibinden temiz 2021 model Mercedes-Benz A Serisi. Tüm bakımları zamanında yapılmıştır.
100191,2026-05-01,Hyundai,i20,2025,19294,Manuel,Benzin,Mavi,Gaziantep,1121059,Sahibinden temiz 2025 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
100192,2026-04-16,BMW,3 Serisi,2022,68996,Yarı Otomatik,LPG & Benzin,Füme,Kocaeli,1696506,Sahibinden temiz 2022 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
100193,2026-05-03,Toyota,Aurais,2011,199773,Otomatik,LPG & Benzin,Füme,Bursa,500340,Sahibinden temiz 2011 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
100194,2026-04-22,Volkswagen,Golf,2015,174276,Manuel,Hibrit,Mavi,Antalya,738586,Sahibinden temiz 2015 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
100195,2026-04-28,Fiat,Egea,2018,171271,Otomatik,Elektrik,Gri (Gümüş),Kocaeli,543093,Sahibinden temiz 2018 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
100196,2026-05-01,BMW,1 Serisi,2013,203873,Otomatik,Elektrik,Siyah,Adana,1044190,Sahibinden temiz 2013 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
100197,2026-05-12,Hyundai,Accent Blue,2017,173603,Otomatik,Elektrik,Kırmızı,Kocaeli,489595,Sahibinden temiz 2017 model Hyundai Accent Blue. Tüm bakımları zamanında yapılmıştır.
100198,2026-05-09,Hyundai,Accent Blue,2025,27283,Manuel,Hibrit,Füme,Gaziantep,1109075,Sahibinden temiz 2025 model Hyundai Accent Blue. Tüm bakımları zamanında yapılmıştır.
100199,2026-04-21,Renault,Megane,2014,166854,Yarı Otomatik,Hibrit,Gri (Gümüş),Adana,349719,Sahibinden temiz 2014 model Renault Megane. Tüm bakımları zamanında yapılmıştır.
100200,2026-05-12,Toyota,Corolla,2014,225531,Manuel,LPG & Benzin,Beyaz,İstanbul,611703,Sahibinden temiz 2014 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
100201,2026-05-14,Renault,Clio,2016,147920,Yarı Otomatik,LPG & Benzin,Füme,Kocaeli,478120,Sahibinden temiz 2016 model Renault Clio. Tüm bakımları zamanında yapılmıştır.
100202,2026-05-12,Fiat,Fiorino,2018,102938,Yarı Otomatik,Elektrik,Füme,Kocaeli,645593,Sahibinden temiz 2018 model Fiat Fiorino. Tüm bakımları zamanında yapılmıştır.
100203,2026-04-25,Volkswagen,Golf,2015,155427,Yarı Otomatik,Dizel,Metalik Gri,İstanbul,766859,Sahibinden temiz 2015 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
100204,2026-04-25,Mercedes-Benz,C Serisi,2010,216668,Otomatik,Hibrit,Siyah,Adana,874998,Sahibinden temiz 2010 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
100205,2026-05-08,Toyota,Yaris,2018,88705,Otomatik,Benzin,Beyaz,Adana,1016942,Sahibinden temiz 2018 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
100206,2026-05-08,Renault,Symbol,2023,33643,Yarı Otomatik,Elektrik,Füme,Ankara,999535,Sahibinden temiz 2023 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
100207,2026-05-01,Toyota,Aurais,2011,172205,Yarı Otomatik,Elektrik,Beyaz,İzmir,541692,Sahibinden temiz 2011 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
100208,2026-05-08,Renault,Symbol,2019,129765,Otomatik,Benzin,Siyah,Bursa,655352,Sahibinden temiz 2019 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
100209,2026-05-03,Mercedes-Benz,C Serisi,2014,203681,Otomatik,Dizel,Kırmızı,Ankara,1094478,Sahibinden temiz 2014 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
100210,2026-04-19,Toyota,Corolla,2021,71589,Yarı Otomatik,Dizel,Gri (Gümüş),İstanbul,1192616,Sahibinden temiz 2021 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
100211,2026-05-15,BMW,1 Serisi,2023,40235,Otomatik,LPG & Benzin,Beyaz,Kocaeli,1789647,Sahibinden temiz 2023 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
100212,2026-04-27,Fiat,Egea,2013,211188,Yarı Otomatik,Hibrit,Kırmızı,Kocaeli,250000,Sahibinden temiz 2013 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
100213,2026-04-28,BMW,3 Serisi,2019,125410,Yarı Otomatik,Hibrit,Mavi,Antalya,1461885,Sahibinden temiz 2019 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
100214,2026-05-03,BMW,1 Serisi,2024,29149,Manuel,LPG & Benzin,Mavi,Bursa,1856276,Sahibinden temiz 2024 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
100215,2026-05-02,Renault,Symbol,2014,223275,Manuel,Elektrik,Metalik Gri,Bursa,265087,Sahibinden temiz 2014 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
100216,2026-04-20,Hyundai,Accent Blue,2023,36625,Manuel,Benzin,Füme,Adana,995062,Sahibinden temiz 2023 model Hyundai Accent Blue. Tüm bakımları zamanında yapılmıştır.
100217,2026-05-10,Volkswagen,Golf,2021,107001,Manuel,Elektrik,Kırmızı,İzmir,1139498,Sahibinden temiz 2021 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
100218,2026-05-09,Mercedes-Benz,E Serisi,2011,219201,Manuel,Dizel,Metalik Gri,Antalya,921198,Sahibinden temiz 2011 model Mercedes-Benz E Serisi. Tüm bakımları zamanında yapılmıştır.
100219,2026-05-08,Renault,Megane,2023,72726,Manuel,Elektrik,Siyah,İzmir,940911,Sahibinden temiz 2023 model Renault Megane. Tüm bakımları zamanında yapılmıştır.
100220,2026-04-29,BMW,1 Serisi,2024,29777,Yarı Otomatik,Hibrit,Siyah,Bursa,1855334,Sahibinden temiz 2024 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
100221,2026-04-20,Volkswagen,Passat,2023,29076,Yarı Otomatik,Elektrik,Füme,Bursa,1356386,Sahibinden temiz 2023 model Volkswagen Passat. Tüm bakımları zamanında yapılmıştır.
100222,2026-05-14,Toyota,Corolla,2012,213763,Manuel,LPG & Benzin,Füme,Gaziantep,529355,Sahibinden temiz 2012 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
100223,2026-04-26,Toyota,Yaris,2019,119402,Yarı Otomatik,Elektrik,Mavi,Antalya,1020897,Sahibinden temiz 2019 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
100224,2026-04-29,Fiat,Fiorino,2018,100845,Yarı Otomatik,Benzin,Beyaz,Adana,648732,Sahibinden temiz 2018 model Fiat Fiorino. Tüm bakımları zamanında yapılmıştır.
100225,2026-04-29,Renault,Clio,2024,18543,Manuel,Dizel,Siyah,Gaziantep,1072185,Sahibinden temiz 2024 model Renault Clio. Tüm bakımları zamanında yapılmıştır.
100226,2026-04-26,Mercedes-Benz,A Serisi,2025,15101,Yarı Otomatik,Elektrik,Gri (Gümüş),Gaziantep,1927348,Sahibinden temiz 2025 model Mercedes-Benz A Serisi. Tüm bakımları zamanında yapılmıştır.
100227,2026-05-04,Fiat,Egea,2016,128391,Manuel,Benzin,Mavi,İstanbul,507413,Sahibinden temiz 2016 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
100228,2026-05-03,Renault,Clio,2012,205925,Manuel,LPG & Benzin,Kırmızı,Gaziantep,250000,Sahibinden temiz 2012 model Renault Clio. Tüm bakımları zamanında yapılmıştır.
100229,2026-05-15,Renault,Symbol,2012,171007,Otomatik,Benzin,Metalik Gri,İstanbul,250000,Sahibinden temiz 2012 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
100230,2026-05-06,Volkswagen,Golf,2010,206778,Otomatik,Hibrit,Beyaz,Ankara,439833,Sahibinden temiz 2010 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
100231,2026-05-04,Fiat,Punto,2014,140124,Manuel,Dizel,Kırmızı,Kocaeli,389814,Sahibinden temiz 2014 model Fiat Punto. Tüm bakımları zamanında yapılmıştır.
100232,2026-04-30,BMW,5 Serisi,2012,265705,Yarı Otomatik,Hibrit,Gri (Gümüş),İzmir,901442,Sahibinden temiz 2012 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
100233,2026-04-20,Renault,Symbol,2010,205139,Yarı Otomatik,Hibrit,Beyaz,Kocaeli,250000,Sahibinden temiz 2010 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
100234,2026-04-19,Renault,Megane,2015,142051,Manuel,LPG & Benzin,Mavi,İzmir,436923,Sahibinden temiz 2015 model Renault Megane. Tüm bakımları zamanında yapılmıştır.
100235,2026-05-05,Fiat,Lineia,2024,28567,Yarı Otomatik,LPG & Benzin,Metalik Gri,Antalya,1057149,Sahibinden temiz 2024 model Fiat Lineia. Tüm bakımları zamanında yapılmıştır.
100236,2026-04-26,BMW,5 Serisi,2022,59634,Otomatik,Benzin,Siyah,Antalya,1710549,Sahibinden temiz 2022 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
100237,2026-05-13,Toyota,Corolla,2018,154736,Manuel,Dizel,Siyah,Bursa,917896,Sahibinden temiz 2018 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
100238,2026-05-10,Toyota,Yaris,2023,54353,Manuel,Dizel,Kırmızı,İstanbul,1318470,Sahibinden temiz 2023 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
100239,2026-04-28,Toyota,Yaris,2013,179398,Manuel,Elektrik,Füme,Gaziantep,630903,Sahibinden temiz 2013 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
100240,2026-05-14,Toyota,Yaris,2013,229575,Yarı Otomatik,Elektrik,Gri (Gümüş),Antalya,555637,Sahibinden temiz 2013 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
100241,2026-05-03,Renault,Clio,2012,255924,Manuel,Benzin,Metalik Gri,İstanbul,250000,Sahibinden temiz 2012 model Renault Clio. Tüm bakımları zamanında yapılmıştır.
100242,2026-05-07,Fiat,Punto,2021,51464,Yarı Otomatik,Benzin,Gri (Gümüş),Antalya,872804,Sahibinden temiz 2021 model Fiat Punto. Tüm bakımları zamanında yapılmıştır.
100243,2026-05-10,Renault,Symbol,2023,64768,Yarı Otomatik,Dizel,Kırmızı,Antalya,952848,Sahibinden temiz 2023 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
100244,2026-05-02,Volkswagen,Passat,2020,93718,Manuel,Elektrik,Siyah,Ankara,1109423,Sahibinden temiz 2020 model Volkswagen Passat. Tüm bakımları zamanında yapılmıştır.
100245,2026-04-29,Fiat,Egea,2014,245759,Yarı Otomatik,LPG & Benzin,Gri (Gümüş),İstanbul,250000,Sahibinden temiz 2014 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
100246,2026-05-05,Toyota,Aurais,2024,41755,Manuel,Dizel,Mavi,Gaziantep,1387367,Sahibinden temiz 2024 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
100247,2026-05-04,Renault,Fluence,2018,78265,Otomatik,Benzin,Metalik Gri,Gaziantep,682602,Sahibinden temiz 2018 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
100248,2026-04-17,Fiat,Fiorino,2012,262143,Manuel,LPG & Benzin,Kırmızı,Ankara,250000,Sahibinden temiz 2012 model Fiat Fiorino. Tüm bakımları zamanında yapılmıştır.
100249,2026-04-22,Toyota,Yaris,2011,249472,Otomatik,Benzin,Füme,Ankara,425792,Sahibinden temiz 2011 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
100250,2026-04-17,BMW,1 Serisi,2013,222092,Yarı Otomatik,Dizel,Füme,İzmir,1016862,Sahibinden temiz 2013 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
100251,2026-04-23,Fiat,Punto,2023,41486,Otomatik,LPG & Benzin,Gri (Gümüş),İzmir,987771,Sahibinden temiz 2023 model Fiat Punto. Tüm bakımları zamanında yapılmıştır.
100252,2026-04-17,Renault,Symbol,2020,102262,Manuel,Benzin,Gri (Gümüş),Kocaeli,746607,Sahibinden temiz 2020 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
